item,game,store_page,kind,label,definition,your_verdict,note
R0170,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Persistent online world,Players share a persistent online world that continues between sessions.,,
R0171,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Gacha or loot boxes,"Randomised reward draws such as gacha pulls or loot boxes, often purchasable.",,
R0172,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Role-playing gameplay,"Character progression, stats, equipment/build choices, abilities, or role-playing systems materially shape player power and play style over time.",,
R0173,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Suspense and tension,"Sustained tension, danger and high stakes drive the experience.",,
R0174,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Live events,"Limited-time events, seasons or rotating content with exclusive rewards.",,
R0175,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Stylized visual presentation,"Gameplay visuals intentionally depart from photorealism through exaggerated shape language, color, proportion, materials, or illustration-like rendering.",,
R0176,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Daily rewards or quests,Incentives for logging in or playing every day.,,
R0177,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Pay-to-progress or pay-to-win,Real-money purchases give meaningful power or progression advantages.,,
R0178,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Military setting,"Armed forces, soldiers or military operations are central to the premise.",,
R0179,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Player-created protagonist,"The player creates their own protagonist, choosing appearance or attributes.",,
R0180,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Inventory system,"The player manages a persistent collection of carried items, equipment, resources, or consumables through an inventory or comparable item-management system.",,
R0181,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Resource management,Allocating and conserving limited resources is a meaningful decision-making layer.,,
R0182,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,attribute,Energy or stamina timers,A regenerating meta-resource limits how much the player can play before waiting or paying.,,
R0183,Total Battle: War Strategy,https://play.google.com/store/apps/details?id=com.totalbattle,primary genre,Real-Time Strategy,Continuous-time command combines economic development and military or territorial strategy.,,
R0184,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Live events,"Limited-time events, seasons or rotating content with exclusive rewards.",,
R0185,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Vibrant colours,"A saturated, colourful palette dominates.",,
R0186,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Energy or stamina timers,A regenerating meta-resource limits how much the player can play before waiting or paying.,,
R0187,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Management gameplay,"Running a business, settlement, team, farm or organisation through planning and optimisation is a substantial part of play.",,
R0188,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Third-person gameplay perspective,"The primary gameplay camera shows the controlled character from an external camera, commonly behind, above, or around the character.",,
R0189,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Building and construction,"The player constructs structures, bases, rooms or environments.",,
R0190,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Fishing,Fishing is available as an activity.,,
R0191,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Experience and levels,The player character or units gain experience points and levels that increase capability.,,
R0192,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Collecting,"Gathering and cataloguing sets of items, creatures, cards or collectibles is a meaningful goal.",,
R0193,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Single-player mode,The game can be played by one person alone.,,
R0194,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Player versus player,Players compete directly against other human players.,,
R0195,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Loot drops,"Defeated enemies, chests or activities reward items or equipment of varying value.",,
R0196,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,In-game purchases,"Players can spend real money inside the game on currency, items or content.",,
R0197,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,primary genre,Match-3,Creating runs or groups of matching pieces through constrained board moves is the main loop.,,
R0198,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,Gacha or loot boxes,"Randomised reward draws such as gacha pulls or loot boxes, often purchasable.",,
R0199,Fishdom,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay,attribute,2D graphics,Gameplay is rendered primarily with two-dimensional graphics.,,
R0200,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,In-game purchases,"Players can spend real money inside the game on currency, items or content.",,
R0201,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Player-to-player trading,Players can exchange items or currency with each other.,,
R0202,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Vibrant colours,"A saturated, colourful palette dominates.",,
R0203,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Collecting,"Gathering and cataloguing sets of items, creatures, cards or collectibles is a meaningful goal.",,
R0204,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Gacha or loot boxes,"Randomised reward draws such as gacha pulls or loot boxes, often purchasable.",,
R0205,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,In-game economy and trading,"The player buys, sells or trades using an in-game currency or market.",,
R0206,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Casual-friendly,Easy to pick up and suited to short or relaxed play sessions.,,
R0207,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Comedic tone,"Humour, satire or absurdity is a defining part of the experience.",,
R0208,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Quests and missions,"The player takes on structured objectives such as quests, missions or contracts.",,
R0209,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Resource management,Allocating and conserving limited resources is a meaningful decision-making layer.,,
R0210,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Auto-play or idle progress,The game can progress automatically or while the player is away.,,
R0211,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Online multiplayer,Players can play together over the internet.,,
R0212,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,primary genre,Board Game,A shared board or tabletop-style state and discrete rules structure play.,,
R0213,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Stylized visual presentation,"Gameplay visuals intentionally depart from photorealism through exaggerated shape language, color, proportion, materials, or illustration-like rendering.",,
R0214,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Upgrade system,"The player improves weapons, abilities, vehicles, buildings or equipment over time.",,
R0215,Dice Dreams™️,https://play.google.com/store/apps/details?id=com.superplaystudios.dicedreams,attribute,Card-based gameplay,"Cards, decks or hands are a core way the player takes actions.",,
R0216,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Building and construction,"The player constructs structures, bases, rooms or environments.",,
R0217,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Underground,"Caves, mines, dungeons or subterranean spaces are a major setting.",,
R0218,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Non-human protagonist,"The main playable character is an animal, robot, creature or other non-human.",,
R0219,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Card-based gameplay,"Cards, decks or hands are a core way the player takes actions.",,
R0220,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,In-game purchases,"Players can spend real money inside the game on currency, items or content.",,
R0221,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Minimal or no story,The game has little or no authored plot; play is not organised around a story.,,
R0222,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,primary genre,Board Game,A shared board or tabletop-style state and discrete rules structure play.,,
R0223,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Vibrant colours,"A saturated, colourful palette dominates.",,
R0224,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,In-game economy and trading,"The player buys, sells or trades using an in-game currency or market.",,
R0225,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Collecting,"Gathering and cataloguing sets of items, creatures, cards or collectibles is a meaningful goal.",,
R0226,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Player versus player,Players compete directly against other human players.,,
R0227,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Multiplayer,The game includes a mode in which multiple human players participate in the same gameplay session or shared play experience.,,
R0228,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Experience and levels,The player character or units gain experience points and levels that increase capability.,,
R0229,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Cel-shaded,Flat shading with bold outlines giving a cartoon or comic-book look.,,
R0230,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Family friendly,Suitable for children and family play.,,
R0231,Coin Master - Board Adventure,https://play.google.com/store/apps/details?id=com.moonactive.cmboard,attribute,Cartoon style,Western animation-inspired style with exaggerated features.,,
R0232,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,primary genre,Arcade,,,
R0233,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Whimsical or lighthearted,"A playful, charming or lighthearted atmosphere dominates.",,
R0234,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Simulation gameplay,"Play models the rules of a real-world or fictional activity, system or lifestyle in detail.",,
R0235,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Dark atmospheric visuals,"Dim lighting, heavy shadow or a desaturated palette dominate.",,
R0236,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Auto-play or idle progress,The game can progress automatically or while the player is away.,,
R0237,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Casual-friendly,Easy to pick up and suited to short or relaxed play sessions.,,
R0238,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Player versus player,Players compete directly against other human players.,,
R0239,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Pay-to-progress or pay-to-win,Real-money purchases give meaningful power or progression advantages.,,
R0240,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Mature content,"Intended for adults because of violence, sexual content, language or disturbing themes.",,
R0241,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Touch controls,The game is designed to be played with touch input.,,
R0242,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Family friendly,Suitable for children and family play.,,
R0243,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,2D graphics,Gameplay is rendered primarily with two-dimensional graphics.,,
R0244,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Present-day setting,"A contemporary, present-day world.",,
R0245,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Stylized visual presentation,"Gameplay visuals intentionally depart from photorealism through exaggerated shape language, color, proportion, materials, or illustration-like rendering.",,
R0246,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Procedural generation,"Meaningful game content such as levels, maps, encounters, worlds, or layouts is algorithmically generated or regenerated rather than entirely authored as a fixed layout.",,
R0247,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,primary genre,Casual,"Lightweight, readily understood short-session interactions define play without a more specific loop.",,
R0248,Lightning Link Casino Slots,https://play.google.com/store/apps/details?id=com.productmadness.lightninglink,attribute,Collecting,"Gathering and cataloguing sets of items, creatures, cards or collectibles is a meaningful goal.",,
R0249,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Inventory system,"The player manages a persistent collection of carried items, equipment, resources, or consumables through an inventory or comparable item-management system.",,
R0250,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Player versus environment,"Players face computer-controlled opposition, alone or together.",,
R0251,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Friendship,Bonds between companions are a central theme.,,
R0252,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Split-screen,Local players share one display divided into separate views.,,
R0253,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Time management,"Scheduling limited in-game time, such as days or shifts, is a core decision layer.",,
R0254,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Character customization,"The player adjusts a character's appearance, class or attributes.",,
R0255,Stardew Valley,https://store.steampowered.com/app/413150,attribute,2D graphics,Gameplay is rendered primarily with two-dimensional graphics.,,
R0256,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Mystery,"Investigation, secrets and revelations drive the experience.",,
R0257,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Retro presentation,Deliberately evokes older game hardware or eras in look and feel.,,
R0258,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Adventure gameplay,"Exploring places, meeting characters and progressing a story or quest structure is a substantial part of play.",,
R0259,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Minimal or no story,The game has little or no authored plot; play is not organised around a story.,,
R0260,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Whimsical or lighthearted,"A playful, charming or lighthearted atmosphere dominates.",,
R0261,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Exploration gameplay,Discovering and traversing unknown places is a primary motivation of play.,,
R0262,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Multiplayer,The game includes a mode in which multiple human players participate in the same gameplay session or shared play experience.,,
R0263,Stardew Valley,https://store.steampowered.com/app/413150,primary genre,Farm Simulation,Cultivating and developing a farm organizes recurring progression.,,
R0264,Stardew Valley,https://store.steampowered.com/app/413150,attribute,Fishing,Fishing is available as an activity.,,
R0265,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Base or settlement building,"The player builds and maintains a persistent home base, camp or settlement.",,
R0266,Project Zomboid,https://store.steampowered.com/app/108600,attribute,2D graphics,Gameplay is rendered primarily with two-dimensional graphics.,,
R0267,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Controller support,The game can be played with a gamepad or controller.,,
R0268,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Historical setting,Set in or closely inspired by a real historical period.,,
R0269,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Crafting,"The player can intentionally create items, equipment, consumables, structures, or upgrades by combining or transforming resources/components through a game system.",,
R0270,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Nature and environment,"Nature, ecology or environmental change is a central theme.",,
R0271,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Cooking,The player prepares food or recipes from ingredients.,,
R0272,Project Zomboid,https://store.steampowered.com/app/108600,primary genre,Open World Survival Craft,Open-ended world exploration combines ongoing survival pressures with gathering and construction.,,
R0273,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Upgrade system,"The player improves weapons, abilities, vehicles, buildings or equipment over time.",,
R0274,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Simulation gameplay,"Play models the rules of a real-world or fictional activity, system or lifestyle in detail.",,
R0275,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Cooperative multiplayer,Two or more human players can cooperate toward shared gameplay objectives in the same mode or session.,,
R0276,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Fishing,Fishing is available as an activity.,,
R0277,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Suspense and tension,"Sustained tension, danger and high stakes drive the experience.",,
R0278,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Survival gameplay,Gathering resources and managing scarcity to endure a hostile environment is a substantial part of play.,,
R0279,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Persistent online world,Players share a persistent online world that continues between sessions.,,
R0280,Project Zomboid,https://store.steampowered.com/app/108600,attribute,Mature content,"Intended for adults because of violence, sexual content, language or disturbing themes.",,
R0281,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Unit command,"The player commands multiple units, troops or characters rather than a single avatar.",,
R0282,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Simulation gameplay,"Play models the rules of a real-world or fictional activity, system or lifestyle in detail.",,
R0283,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Equipment and loadouts,"Gear, weapons or loadouts the player equips change stats or play style.",,
R0284,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Management gameplay,"Running a business, settlement, team, farm or organisation through planning and optimisation is a substantial part of play.",,
R0285,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Paid DLC or expansions,Paid downloadable content or expansions add to the base game.,,
R0286,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Multiplayer,The game includes a mode in which multiple human players participate in the same gameplay session or shared play experience.,,
R0287,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Branching narrative,Story paths diverge based on player decisions.,,
R0288,Hearts of Iron IV,https://store.steampowered.com/app/394360,primary genre,Grand Strategy,"Large-scale political, diplomatic, economic, and military systems model nations or dynasties.",,
R0289,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Politics and power,"Political struggle, rule or the pursuit of power is a central theme.",,
R0290,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Mods or player-made content,"Players can create, share or install mods, levels or other user-generated content.",,
R0291,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Difficulty options,The player can choose or adjust difficulty.,,
R0292,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Cross-platform play,Players on different platforms or devices can play together.,,
R0293,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Online multiplayer,Players can play together over the internet.,,
R0294,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Cloud saves,Save data can sync through an online service.,,
R0295,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,War,Armed conflict and its consequences are a central theme.,,
R0296,Hearts of Iron IV,https://store.steampowered.com/app/394360,attribute,Military setting,"Armed forces, soldiers or military operations are central to the premise.",,
R0297,Warframe,https://store.steampowered.com/app/230410,attribute,Control remapping,Controls can be remapped or customised.,,
R0298,Warframe,https://store.steampowered.com/app/230410,primary genre,Looter Shooter,Shooting and repeated acquisition of power-changing equipment form the main progression loop.,,
R0299,Warframe,https://store.steampowered.com/app/230410,attribute,Subtitle options,Subtitles or captions are available.,,
R0300,Warframe,https://store.steampowered.com/app/230410,attribute,Character customization,"The player adjusts a character's appearance, class or attributes.",,
R0301,Warframe,https://store.steampowered.com/app/230410,attribute,Massively multiplayer,Large numbers of players share the same world or servers at once.,,
R0302,Warframe,https://store.steampowered.com/app/230410,attribute,Difficulty options,The player can choose or adjust difficulty.,,
R0303,Warframe,https://store.steampowered.com/app/230410,attribute,Action gameplay,"Reflexes, timing and real-time execution are a substantial part of the challenge.",,
R0304,Warframe,https://store.steampowered.com/app/230410,attribute,Adventure gameplay,"Exploring places, meeting characters and progressing a story or quest structure is a substantial part of play.",,
R0305,Warframe,https://store.steampowered.com/app/230410,attribute,Guilds or clans,Players can form persistent groups with shared goals or rewards.,,
R0306,Warframe,https://store.steampowered.com/app/230410,attribute,Mods or player-made content,"Players can create, share or install mods, levels or other user-generated content.",,
R0307,Warframe,https://store.steampowered.com/app/230410,attribute,Non-human protagonist,"The main playable character is an animal, robot, creature or other non-human.",,
R0308,Warframe,https://store.steampowered.com/app/230410,attribute,Free to play,The game can be downloaded and played without an upfront purchase.,,
R0309,Warframe,https://store.steampowered.com/app/230410,primary genre,Action RPG,Real-time action combat is materially shaped by persistent character statistics and build choices.,,
R0310,Warframe,https://store.steampowered.com/app/230410,attribute,Mystery,"Investigation, secrets and revelations drive the experience.",,
R0311,Warframe,https://store.steampowered.com/app/230410,attribute,War,Armed conflict and its consequences are a central theme.,,
R0312,Warframe,https://store.steampowered.com/app/230410,attribute,Ranged combat,"The player directly attacks targets at range using projectiles, firearms, bows, spells, thrown weapons, or equivalent ranged actions.",,
R0313,Warframe,https://store.steampowered.com/app/230410,attribute,Realistic visual style,"Gameplay rendering primarily pursues physically plausible proportions, materials, lighting, environments, and character depiction rather than overt abstraction or cartoon stylization.",,
R0314,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Role-playing gameplay,"Character progression, stats, equipment/build choices, abilities, or role-playing systems materially shape player power and play style over time.",,
R0315,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Strategy gameplay,"Planning, positioning, resource allocation or tactical decisions are a substantial part of play.",,
R0316,WARDOGS,https://store.steampowered.com/app/1867240,attribute,First-person gameplay perspective,The player's primary gameplay camera represents the controlled character's eye-level point of view rather than showing the controlled body from outside.,,
R0317,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Realistic visual style,"Gameplay rendering primarily pursues physically plausible proportions, materials, lighting, environments, and character depiction rather than overt abstraction or cartoon stylization.",,
R0318,WARDOGS,https://store.steampowered.com/app/1867240,attribute,In-game economy and trading,"The player buys, sells or trades using an in-game currency or market.",,
R0319,WARDOGS,https://store.steampowered.com/app/1867240,primary genre,Tactical Shooter,"Deliberate positioning, coordinated engagement, and consequential gunplay define combat.",,
R0320,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Military setting,"Armed forces, soldiers or military operations are central to the premise.",,
R0321,WARDOGS,https://store.steampowered.com/app/1867240,primary genre,First-Person Shooter,Gunplay primarily viewed through the controlled character's eyes.,,
R0322,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Free to play,The game can be downloaded and played without an upfront purchase.,,
R0323,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Mature content,"Intended for adults because of violence, sexual content, language or disturbing themes.",,
R0324,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Physics-based interaction,"Simulated physics such as momentum, weight or destruction is central to how actions play out.",,
R0325,WARDOGS,https://store.steampowered.com/app/1867240,attribute,3D graphics,Gameplay is rendered primarily with three-dimensional graphics.,,
R0326,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Premium purchase,A one-time purchase is required to play.,,
R0327,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Ranged combat,"The player directly attacks targets at range using projectiles, firearms, bows, spells, thrown weapons, or equivalent ranged actions.",,
R0328,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Upgrade system,"The player improves weapons, abilities, vehicles, buildings or equipment over time.",,
R0329,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Online multiplayer,Players can play together over the internet.,,
R0330,WARDOGS,https://store.steampowered.com/app/1867240,attribute,Resource management,Allocating and conserving limited resources is a meaningful decision-making layer.,,
R0331,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Subtitle options,Subtitles or captions are available.,,
R0332,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Procedural generation,"Meaningful game content such as levels, maps, encounters, worlds, or layouts is algorithmically generated or regenerated rather than entirely authored as a fixed layout.",,
R0333,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Daily rewards or quests,Incentives for logging in or playing every day.,,
R0334,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Fantasy setting,"Magic, mythical creatures or supernatural worldbuilding define the world.",,
R0335,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Urban environments,Much of the game takes place in cities or metropolitan environments.,,
R0336,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Dark or grim tone,"A bleak, grim or mature atmosphere dominates.",,
R0337,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Realistic visual style,"Gameplay rendering primarily pursues physically plausible proportions, materials, lighting, environments, and character depiction rather than overt abstraction or cartoon stylization.",,
R0338,Dead by Daylight,https://store.steampowered.com/app/381210,primary genre,Survival,Maintaining existence against environmental or resource pressures is the main progression loop.,,
R0339,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Present-day setting,"A contemporary, present-day world.",,
R0340,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Controller support,The game can be played with a gamepad or controller.,,
R0341,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Live events,"Limited-time events, seasons or rotating content with exclusive rewards.",,
R0342,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Multiple playable characters,"Several distinct characters can be played, by switching or across the story.",,
R0343,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,In-game purchases,"Players can spend real money inside the game on currency, items or content.",,
R0344,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Premium purchase,A one-time purchase is required to play.,,
R0345,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Survival against the odds,Enduring a desperate situation is a central narrative theme.,,
R0346,Dead by Daylight,https://store.steampowered.com/app/381210,attribute,Minimal or no story,The game has little or no authored plot; play is not organised around a story.,,
R0347,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,In-game economy and trading,"The player buys, sells or trades using an in-game currency or market.",,
R0348,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Upgrade system,"The player improves weapons, abilities, vehicles, buildings or equipment over time.",,
R0349,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Underground,"Caves, mines, dungeons or subterranean spaces are a major setting.",,
R0350,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Cooperative multiplayer,Two or more human players can cooperate toward shared gameplay objectives in the same mode or session.,,
R0351,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,primary genre,Action Adventure,"A sustained blend of real-time action, exploration, and authored adventure progression defines play.",,
R0352,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Local multiplayer,"Several players can play on the same device or local network, including couch or split-screen play.",,
R0353,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Role-playing gameplay,"Character progression, stats, equipment/build choices, abilities, or role-playing systems materially shape player power and play style over time.",,
R0354,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Collecting,"Gathering and cataloguing sets of items, creatures, cards or collectibles is a meaningful goal.",,
R0355,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Resource management,Allocating and conserving limited resources is a meaningful decision-making layer.,,
R0356,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Suspense and tension,"Sustained tension, danger and high stakes drive the experience.",,
R0357,The Binding of Isaac: Rebirth,https://store.steampowered.com/app/250900,attribute,Real-time combat,"Combat actions and enemy behavior unfold continuously in real time and require active timing, movement, aiming, or immediate input during encounters.",,
